 ,Player,Id,Pos,Age,Tm,G,MP,PER?,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,COMB
297,Al-Farouq Aminu,aminual01,PF,28,POR,7,199,9.4,0.485,0.5,0.313,5,23.6,15.2,1.9,1.4,0.4,9.9,12.9,0,0.3,0.3,0.083,-2.3,0.2,-2.1,0,2.37
298,Ryan Anderson,anderry01,PF,30,PHO,6,139,9.4,0.485,0.537,0.244,8,9.2,8.5,12.5,0.7,0,11.7,16.1,0,0,0,0.009,-0.8,-2.6,-3.4,0,-1.02
299,David Nwaba,nwabada01,SG,26,CLE,4,29,9.4,0.507,0.25,0.25,0,16.9,7.8,4.6,0,6.1,10.1,14.1,0,0,0,0.014,-5,-1.1,-6.1,0,-1.83
300,DeAndre' Bembry,bembrde01,SF,24,ATL,7,175,9.4,0.467,0.304,0.25,2.3,19.7,10.9,15.8,2.8,1.9,19.4,18,-0.3,0.3,0,-0.002,-6.5,2.2,-4.2,-0.1,-2.26
301,Josh Okogie,okogijo01,SG,20,MIN,5,139,9.4,0.422,0.418,0.127,6.6,14.6,10.5,7.2,2.7,1.1,10.8,19,-0.2,0.1,-0.1,-0.026,-3,-0.4,-3.5,-0.1,-3.05
302,Bruce Brown,brownbr01,SG,22,DET,4,46,9.3,0.454,0.4,0.4,4.4,10.1,7,6.3,3.1,3.7,10.2,17.9,0,0.1,0.1,0.057,-2.7,1.8,-0.9,0,0.73
303,Alex Poythress,poythal01,PF,25,ATL,4,72,9.3,0.554,0.333,0.6,8.3,12.7,10.5,11.9,1.3,1.1,17.4,13,0,0.1,0.1,0.069,-3.4,0.1,-3.3,0,0.01
304,Michael Carter-Williams,cartemi01,PG,27,HOU,6,91,9.3,0.425,0.286,0.4,2.1,10.8,5.9,21.8,3.1,3.4,16.3,22.4,-0.2,0.1,-0.1,-0.059,-5.4,1.1,-4.3,-0.1,-3.29
305,Marcus Smart,smartma01,SG,24,BOS,7,158,9.2,0.466,0.531,0.469,2.4,9.3,5.8,25.1,2.1,1.1,20.6,13.1,0,0.4,0.4,0.113,-3.3,3,-0.3,0.1,4.91
306,Caleb Swanigan,swanica01,PF,21,POR,3,42,9.2,0.488,0,0.25,15.9,32.8,25.2,3.2,1.1,0,27.3,18.5,0,0.1,0,0.037,-6.1,-0.9,-7,-0.1,-3.1
307,Kyle Korver,korveky01,SG,37,CLE,6,91,9,0.63,0.625,0.208,0,9.4,4.4,10.7,0.5,0,16,14.2,0.1,0,0.1,0.035,-0.1,-4.7,-4.8,-0.1,-1.44
308,Cedi Osman,osmande01,SF,23,CLE,7,227,9,0.492,0.384,0.198,4.6,14.6,9.2,15.7,1.5,0.4,21.1,21.7,-0.3,0,-0.2,-0.053,-2.3,-2.4,-4.7,-0.2,-5.41
309,James Ennis,ennisja01,SF,28,HOU,3,70,8.7,0.526,0.737,0,8.1,5.3,6.8,6.1,2,0,9.5,12.5,0.1,0,0.1,0.041,-0.3,-1.1,-1.3,0,0.61
310,Patrick Beverley,beverpa01,SG,30,LAC,7,163,8.5,0.419,0.556,0.2,2.8,18.2,11.1,26.4,1.1,0.9,17,15.2,-0.1,0.2,0.2,0.05,-0.5,1,0.5,0.1,3.15
311,Kyle Anderson,anderky01,SF,25,MEM,6,138,8.5,0.407,0.077,0.308,5.6,23,14.2,12.8,3.2,1.4,23.4,12.5,-0.2,0.3,0.1,0.044,-6,5,-1,0,0.7
312,Jerami Grant,grantje01,PF,24,OKC,6,178,8.5,0.46,0.388,0.449,4.4,11.9,8,6.2,1.3,3.6,12,14.7,-0.1,0.2,0.1,0.035,-3.8,2.3,-1.6,0,0.52
313,Wesley Johnson,johnswe01,SF,31,NOP,2,25,8.5,0.654,0.667,0.333,0,8.5,4.2,0,3.6,3.3,22.5,14.2,0,0,0,0.031,-0.9,0.2,-0.7,0,-0.21
314,Meyers Leonard,leoname01,C,26,POR,5,42,8.5,0.601,0.571,0.429,5.3,19.7,13.2,12.1,2.3,0,32.5,12.5,0,0.1,0.1,0.082,-1.3,2.1,0.8,0,1.24
315,Wesley Iwundu,iwundwe01,SF,24,ORL,3,45,8.4,0.396,0.2,0.45,10.3,14.2,12.1,0,1.1,0,4,23.3,-0.1,0,0,-0.037,-6.9,-6.6,-13.5,-0.1,-5.05
316,Reggie Bullock,bullore01,SF,27,DET,5,162,8.3,0.472,0.474,0.263,1.2,8.6,4.7,10.5,0.3,1,8.6,18,0,0.1,0.1,0.032,-2,-1.9,-3.9,-0.1,-1.17
317,Justin Jackson,jacksju01,SF,23,SAC,8,215,8.2,0.448,0.492,0.136,1.9,13.2,7.6,8.3,1.3,0.8,4.6,12.6,0,0.2,0.2,0.037,-1.2,-0.3,-1.4,0,1.58
318,OG Anunoby,anunoog01,SF,21,TOR,5,121,8.1,0.545,0.545,0,3.6,10.4,7.2,3.1,1.2,1.3,10.8,12.8,0,0.1,0.2,0.06,-1.1,0.2,-0.8,0,1.76
319,Kevin Knox,knoxke01,SF,19,NYK,3,56,8,0.422,0.29,0.161,5.4,6,5.7,0,1.7,1.6,5.7,26.3,-0.1,0,-0.1,-0.064,-4.9,-5.1,-10,-0.1,-5
320,Trey Lyles,lylestr01,PF,23,DEN,6,122,8,0.445,0.321,0.375,2.6,18.3,10.4,13,2.3,0.7,17.7,26.8,-0.3,0.2,-0.1,-0.044,-6.6,1.5,-5.1,-0.1,-3.53
321,Jaylen Brown,brownja02,SG,22,BOS,7,204,7.9,0.451,0.373,0.28,4.7,9.1,6.9,9.9,0.9,1.2,9.7,19.5,-0.2,0.4,0.3,0.063,-3.7,1.9,-1.8,0,2.46
322,Tyler Dorsey,dorsety01,SG,22,ATL,4,35,7.9,0.467,0.333,0,0,8.7,4.3,13.4,0,0,0,17.5,0,0,0,0.016,-5.1,-4.3,-9.4,-0.1,-3.82
323,Mario Hezonja,hezonma01,SF,23,NYK,7,132,7.8,0.435,0.392,0.095,0,15.4,7.2,10.9,1.8,0,10.5,27.2,-0.3,0.1,-0.2,-0.077,-3.8,-2.6,-6.4,-0.1,-4.92
324,Dario Saric,saricda01,PF,24,PHI,8,248,7.7,0.451,0.547,0.186,6.4,17.3,11.9,10.2,0.7,0.6,13.9,17.8,-0.2,0.3,0.1,0.012,-3,-0.7,-3.7,-0.1,-1.11
325,Theo Pinson,pinsoth01,SG,23,BRK,2,10,7.6,0.258,0.667,0.667,0,10.2,5.4,36.7,0,0,0,16.8,0,0,0,-0.026,-4.7,-4.3,-9,0,-2.7
326,Ekpe Udoh,udohek01,C,31,UTA,4,27,7.6,0.852,,,4.5,15.8,10.5,13.8,0,5.8,53.2,6,0,0,0.1,0.111,-3.3,5.2,1.9,0,1.57
327,Delon Wright,wrighde01,PG,26,TOR,3,32,7.6,0.37,0.214,0.143,3.4,15.1,9.6,7.9,1.5,2.5,0,19.5,0,0,0,0.019,-5.3,0.2,-5.1,0,-1.53
328,Guerschon Yabusele,yabusgu01,PF,23,BOS,5,18,7.6,0.333,0.5,0,10.7,16.3,13.5,0,0,4.6,0,14.2,0,0,0,0.06,-7.5,-0.3,-7.9,0,-2.37
329,Ben McLemore,mclembe01,SG,25,SAC,4,18,7.5,0.455,0.889,0.222,0,0,0,7.2,0,0,0,22.7,0,0,0,-0.032,0.2,-8.9,-8.7,0,-2.61
330,Jaylen Adams,adamsja01,PG,22,ATL,4,13,7.4,0.375,1,0,0,15.6,7.7,10.5,0,6.3,0,12.6,0,0,0,0.006,-5.8,0.5,-5.3,0,-1.59
331,Landry Shamet,shamela01,PG,21,PHI,8,146,7.4,0.504,0.721,0.14,1.4,5.3,3.4,6.6,1.3,0.5,6.2,13.6,0,0.1,0.1,0.049,-1.6,-1.8,-3.4,-0.1,-1.02
332,Harrison Barnes,barneha02,PF,26,DAL,3,97,7.3,0.41,0.318,0.182,1.1,18.4,9.3,7.7,2,0.9,7.8,22,-0.2,0.1,-0.1,-0.07,-6.4,-2.1,-8.5,-0.2,-5.55
333,Channing Frye,fryech01,C,35,CLE,1,21,7.2,0.625,0.5,0,0,23.4,10.8,6.3,0,0,0,7.9,0,0,0,0.069,-1.6,-3.4,-5.1,0,-1.53
334,Isaiah Canaan,canaais01,PG,27,PHO,6,153,7.2,0.504,0.524,0.143,2.2,13.6,7.8,18.1,1.2,0,21.2,16.1,-0.1,0,-0.1,-0.032,-2.9,-1.7,-4.6,-0.1,-3.38
335,Jose Calderon,caldejo01,PG,37,DET,3,26,7.1,0.5,0.6,0,3.9,4.5,4.1,10.3,1.8,0,0,8,0,0,0.1,0.109,-0.3,-0.6,-0.9,0,0.73
336,Luc Mbah a Moute,mbahalu01,PF,32,LAC,4,61,7.1,0.495,0.333,0.278,3.7,7.8,5.9,4.5,0.8,1.2,9,15.3,0,0.1,0,0.033,-1.4,-1.1,-2.4,0,-0.72
337,Andre Iguodala,iguodan01,SF,35,GSW,7,131,7,0.438,0.375,0,2.8,12.5,8,13.3,1.8,2.9,27.3,7.1,0,0.2,0.1,0.054,-1.8,2.2,0.5,0.1,2.15
338,Trevor Ariza,arizatr01,SF,33,PHO,6,197,7,0.484,0.648,0.204,1.1,14.7,7.8,15.8,0.7,0.4,16.9,15.6,-0.1,0,-0.1,-0.03,-2.7,-1.7,-4.4,-0.1,-3.32
339,Jeremy Lin,linje01,PG,30,ATL,7,102,7,0.464,0.368,0.368,0,14.9,7.4,22.9,0.9,0,19.9,22.1,-0.2,0.1,-0.1,-0.048,-7.3,-2.3,-9.6,-0.2,-5.88
340,Chandler Parsons,parsoch01,SF,30,MEM,3,46,6.9,0.5,0.588,0,2.4,7.4,4.9,7.3,1.1,2,10.5,18.5,0,0.1,0,0.017,-3.2,-0.8,-3.9,0,-1.17
341,Patty Mills,millspa02,PG,30,SAS,6,167,6.7,0.545,0.5,0.175,1.2,10.5,5.5,6.4,0.6,0.5,15.7,13.1,0,0,0,-0.006,-2.9,-1.8,-4.6,-0.1,-2.38
342,Eric Gordon,gordoer01,SG,30,HOU,6,198,6.6,0.402,0.48,0.153,2.4,11.1,6.2,7,0.5,2,4.6,23,-0.3,0,-0.3,-0.084,-5.3,-2.7,-8,-0.3,-8.4
343,Deonte Burton,burtode02,SG,25,OKC,3,13,6.5,0.417,0.333,0,0,8.2,3.9,0,0,6.2,0,18.1,0,0,0,0.004,-7.3,-1.4,-8.7,0,-2.61
344,Dante Cunningham,cunnida01,SF,31,SAS,6,116,6.5,0.405,0.389,0.222,4.3,20.2,11.7,4.3,1.7,0.7,4.8,7.7,0,0.1,0.1,0.033,-4.1,0.6,-3.6,0,-0.08
345,Austin Rivers,riverau01,SG,26,WAS,7,164,6.4,0.509,0.583,0.146,1.2,6.4,3.8,12.5,0.8,1.9,17.7,15.8,-0.1,0,-0.2,-0.048,-2.8,-1.6,-4.4,-0.1,-4.32
346,Stanley Johnson,johnsst04,SF,22,DET,5,136,6.3,0.483,0.581,0.023,3.7,11.1,7.1,9.4,1.1,0.6,20.2,16.8,-0.2,0.1,0,-0.014,-2.8,-0.6,-3.4,0,-1.02
347,Royce O'Neale,onealro01,SF,25,UTA,6,78,6.2,0.583,0.389,0.111,1.6,19.1,10.9,7.3,1.2,0,24.1,13.7,-0.1,0.1,0.1,0.037,-3.9,2,-1.9,0,0.43
348,Lorenzo Brown,brownlo01,PG,28,TOR,7,64,6.1,0.391,0.435,0,1.7,10.6,6.4,15.7,2.2,2.5,17.9,18.3,-0.1,0.1,-0.1,-0.039,-5.1,1.3,-3.8,0,-2.14
349,Seth Curry,curryse01,SG,28,POR,7,130,6.1,0.535,0.444,0.028,1.7,5.7,3.9,7.2,0,0.6,14.1,13.9,0,0.1,0.1,0.029,-1.6,-1.4,-3,0,0.1
350,Solomon Hill,hillso01,SF,27,NOP,6,120,6.1,0.374,0.44,0.16,1.7,11.6,6.6,11.2,2.3,2,13,10.2,-0.1,0.1,0,0.004,-2.2,1.4,-0.7,0,-0.21
351,Dillon Brooks,brookdi01,SF,23,MEM,6,110,5.8,0.432,0.321,0.357,3,10.3,6.6,9.5,2.2,1.7,13.4,15.2,-0.1,0.2,0.1,0.025,-5.2,1.8,-3.4,0,-0.02
352,Alex Abrines,abrinal01,SG,25,OKC,6,119,5.6,0.449,0.742,0.097,0.8,5.4,3,4.5,2.7,0.7,8.5,11.7,-0.1,0.1,0.1,0.034,-3,1,-2,0,0.4
353,Jerian Grant,grantje02,PG,26,ORL,7,145,5.6,0.384,0.361,0.111,3.2,9.6,6.2,17.5,2.6,0.6,22.6,14.1,-0.3,0.1,-0.2,-0.054,-5.3,1,-4.3,-0.1,-4.29
354,C.J. Miles,milescj01,SF,31,TOR,8,112,5.6,0.432,0.634,0.293,2,9.5,6,5.6,0.8,2.9,9.8,19.2,-0.1,0.1,0,-0.015,-3.7,-0.7,-4.3,-0.1,-2.29
355,Glenn Robinson,robingl02,SF,25,DET,5,63,5.4,0.47,0.214,0.143,3.2,11,6.8,0,0.8,1.3,11.8,11.2,0,0.1,0,0.013,-5.6,-1.8,-7.4,-0.1,-3.22
356,Kentavious Caldwell-Pope,caldwke01,SG,25,LAL,7,142,5.1,0.464,0.459,0.243,0.7,8.7,4.7,3.2,0.3,0.5,6.8,12.5,-0.1,0,-0.1,-0.026,-3.6,-3.2,-6.8,-0.2,-5.04
357,Jonathon Simmons,simmojo02,SG,29,ORL,6,144,5.1,0.386,0.356,0.271,3.9,9.6,6.5,16.5,0.7,1.2,12,21.9,-0.3,0.1,-0.3,-0.088,-4.9,-1.7,-6.6,-0.2,-6.98
358,Langston Galloway,gallola01,SG,27,DET,5,128,4.9,0.439,0.741,0.222,0.8,10,5,4.1,0.7,0.7,3.3,10,0,0.1,0.1,0.036,-2.5,-0.6,-3.1,0,0.07
359,Avery Bradley,bradlav01,SG,28,LAC,7,188,4.8,0.433,0.365,0.016,3,4.6,3.9,8.8,1.2,1.2,13.6,16.4,-0.3,0.2,-0.1,-0.024,-2.3,-0.4,-2.7,0,-1.81
360,Marquese Chriss,chrisma01,F,21,HOU,1,8,4.7,0.4,0.4,0,0,30.6,13.3,0,0,9.7,16.7,31.1,0,0,0,-0.246,-15.6,-3.6,-19.2,0,-5.76
361,Skal Labissiere,labissk01,PF,22,SAC,3,15,4.7,0.5,0.6,0,6.8,13.5,10.2,8.2,0,0,16.7,16.5,0,0,0,0.004,-1.6,-3.3,-4.9,0,-1.47
362,Thomas Welsh,welshth01,C,22,DEN,3,7,4.7,0,1,0,0,30.4,15.2,32.9,0,0,0,5.9,0,0,0,0.038,-6.5,2.1,-4.4,0,-1.32
363,Andrew Harrison,harrian01,PG,24,MEM,1,5,4.6,0.5,0.5,0,0,0,0,0,0,0,0,17.9,0,0,0,0.009,-3.8,-4.8,-8.5,0,-2.55
364,Darius Miller,milleda01,SF,28,NOP,4,60,4.6,0.519,0.786,0.071,0,3.6,1.8,11.5,0.8,0,17.2,11.6,0,0,0,-0.003,-0.7,-3.5,-4.2,0,-1.26
365,Christian Wood,woodch01,PF,23,MIL,3,15,4.5,0.521,0.5,1,0,16.9,9.5,0,0,0,14.8,18.4,0,0,0,0.061,-6.9,-2.9,-9.9,0,-2.97
366,Chandler Hutchison,hutchch01,SF,22,CHI,6,102,4.5,0.4,0.211,0.421,3.3,16.7,10.1,2.5,1.4,0.9,11.8,10.8,-0.1,0,-0.1,-0.062,-6.1,-1.2,-7.3,-0.1,-4.19
367,Jalen Brunson,brunsja01,PG,22,DAL,7,128,4.3,0.397,0.468,0.043,0,9.3,4.4,12,1.1,0,9.5,17.1,-0.2,0,-0.2,-0.071,-5.6,-3.4,-9,-0.2,-6.7
368,Matthew Dellavedova,dellama01,PG,28,MIL,4,25,4.1,0.5,0.667,0,0,6.8,3.8,20.2,0,0,25,19.6,0,0,0,0.005,-4.6,-1.5,-6.1,0,-1.83
369,Torrey Craig,craigto01,SF,28,DEN,5,100,4,0.409,0.636,0,5.3,10.6,8,5.1,1.4,2.7,18.5,11.2,-0.1,0.2,0,0.019,-4.5,3.3,-1.1,0,-0.33
370,Furkan Korkmaz,korkmfu01,SG,21,PHI,5,26,3.7,0.4,0.6,0,0,18.7,9.5,0,1.8,0,0,7.9,0,0,0,0.03,-6.8,-2,-8.8,0,-2.64
371,Allen Crabbe,crabbal01,SG,26,BRK,6,137,3.7,0.436,0.667,0.333,0,14.9,7.9,7.1,0.4,1,11.3,19.6,-0.2,0,-0.2,-0.062,-5.5,-1.7,-7.1,-0.2,-6.13
372,Jacob Evans,evansja02,SG,21,GSW,5,37,3.5,0.286,0,0,3.3,5.5,4.5,20.6,0,0,12.5,9.2,0,0,0,0.008,-4.3,-3.3,-7.6,-0.1,-3.28
373,Dragan Bender,bendedr01,PF,21,PHO,3,11,3.1,0.333,0.333,0,20.1,21,20.6,0,0,0,25,15.8,0,0,0,-0.126,-8.9,-7.3,-16.2,0,-4.86
374,Lance Thomas,thomala01,PF,30,NYK,7,120,3,0.416,0.48,0.24,3.3,13.2,8,3.2,1.2,1.5,17.8,11.7,-0.2,0.1,-0.1,-0.027,-4.4,0.3,-4.1,-0.1,-3.23
375,Tyrone Wallace,wallaty01,PG,24,LAC,4,15,2.8,0.425,0,0.4,0,6.4,3.5,9.2,0,0,14.5,19.3,0,0,0,-0.082,-6.7,-3.1,-9.8,0,-2.94
376,Svi Mykhailiuk,mykhasv01,SF,21,LAL,4,53,2.7,0.311,0.417,0.167,3.9,3.9,3.9,12.2,1.7,0,18.9,12.1,-0.1,0,-0.1,-0.089,-5.2,-2.3,-7.5,-0.1,-4.25
377,Robin Lopez,lopezro01,C,30,CHI,3,53,2.2,0.442,0,0.083,2.1,6,4.1,17.5,0.9,3.4,32.5,15,-0.1,0,-0.1,-0.129,-7.8,-1.2,-9,-0.1,-4.7
378,Jonah Bolden,boldejo01,PF,23,PHI,4,15,2,0.363,0.667,0.333,0,13,6.6,9.5,0,5.2,12.7,21.5,-0.1,0,0,-0.112,-7.9,-1.2,-9.1,0,-2.73
379,Ryan Broekhoff,broekry01,SG,28,DAL,5,15,1.6,0.375,1,0,0,15.9,7.5,0,0,0,0,22.1,0,0,0,-0.117,-5.7,-9.5,-15.2,0,-4.56
380,J.R. Smith,smithjr01,SG,33,CLE,4,48,1.2,0.339,0.462,0.308,0,10.2,4.7,2.7,3,0,16.9,15.4,-0.1,0,-0.1,-0.125,-7.1,-2.3,-9.4,-0.1,-4.82
381,Ivica Zubac,zubaciv01,C,21,LAL,2,7,1.1,0,0,0,29.6,14.7,22.1,14.5,0,10.8,0,11.5,0,0,0,-0.03,-4.8,4.7,-0.1,0,-0.03
382,Alize Johnson,johnsal02,PF,22,IND,3,9,0.4,0.347,0,1,0,50.3,25.7,0,0,0,0,14.2,0,0,0,-0.023,-12.9,-5.3,-18.1,0,-5.43
383,Terrance Ferguson,fergute01,SG,20,OKC,6,130,0.4,0.335,0.565,0.087,3.7,4.1,3.9,2,1.4,0.6,20.1,9,-0.2,0.1,-0.1,-0.047,-6,1.1,-5,-0.1,-3.5
384,John Holland,hollajo02,SF,30,CLE,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.035,-5.1,-1.6,-6.7,0,-2.01
385,Daryl Macon,maconda01,SG,23,DAL,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.018,-6.6,-0.8,-7.3,0,-2.19
386,De'Anthony Melton,meltode01,PG,20,PHO,1,3,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.026,-5.6,-0.4,-6,0,-1.8
387,Emmanuel Mudiay,mudiaem01,PG,22,NYK,1,2,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.004,-5,0.5,-4.5,0,-1.35
388,Anfernee Simons,simonan01,G,19,POR,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,0.011,-3.9,1.4,-2.5,0,-0.75
389,Ray Spalding,spaldra01,PF,21,DAL,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.018,-6.6,-0.8,-7.3,0,-2.19
390,Tyler Ulis,ulisty01,PG,23,CHI,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.053,-5.6,-1,-6.6,0,-1.98
391,Jordan McRae,mcraejo01,SG,27,WAS,3,21,-0.3,0.143,0.286,0,0,19.9,9.8,12.6,0,3.8,0,13.9,-0.1,0,-0.1,-0.201,-10.8,0.3,-10.6,0,-4.18
392,Ron Baker,bakerro01,SG,25,NYK,6,79,-0.4,0.213,0.7,0.4,0,5.7,2.7,10.7,1.8,0,14.5,7.3,-0.1,0,-0.1,-0.049,-4.9,-0.1,-5,-0.1,-3.5
393,Josh Jackson,jacksjo02,SF,21,PHO,6,140,-0.4,0.424,0.377,0.208,0,9.1,4.4,14.2,1.7,2.4,28.5,25.1,-0.7,0,-0.7,-0.232,-9.9,-1.4,-11.3,-0.3,-13.39
394,Kris Dunn,dunnkr01,PG,24,CHI,1,30,-0.5,0.346,0.308,0,0,14.2,7.3,32.6,0,0,23.5,24.5,-0.1,0,-0.2,-0.244,-9,-4.7,-13.7,-0.1,-7.11
395,Abdel Nader,naderab01,SF,25,OKC,2,4,-0.8,0,0,0,0,0,0,0,11.5,0,0,9.8,0,0,0,-0.074,-9.5,8.9,-0.6,0,-0.18
396,Malachi Richardson,richama01,SG,23,TOR,5,29,-1.2,0.354,1,0.222,3.8,10,7.1,0,0,0,9.2,15.7,-0.1,0,0,-0.081,-5.2,-4.9,-10.2,-0.1,-4.06
397,Luke Kornet,kornelu01,PF,23,NYK,3,11,-2.5,0,1,0,0,0,0,21.7,0,0,50,7.6,0,0,0,-0.151,-10,-6.3,-16.4,0,-4.92
398,Edmond Sumner,sumneed01,PG,23,IND,5,20,-2.6,0.205,0.25,0.5,5.9,0,2.9,5.9,2.5,0,17,13,-0.1,0,-0.1,-0.133,-6.9,0.5,-6.4,0,-2.92
399,Sterling Brown,brownst02,SG,23,MIL,5,26,-2.6,0.25,0.375,0,8.4,22.7,16.5,4.6,0,0,27.3,17.2,-0.1,0.1,-0.1,-0.13,-11.2,0.9,-10.3,-0.1,-5.09
400,Harry Giles,gilesha01,PF,20,SAC,6,70,-2.7,0.323,0.032,0.226,5.8,18.8,12.4,8.9,1.3,2.4,22.7,26,-0.4,0.1,-0.3,-0.231,-12.1,-0.5,-12.7,-0.2,-8.81
401,Frank Kaminsky,kaminfr01,PF,25,CHO,3,17,-3.4,0.286,0.429,0,0,19.5,9.5,15.5,0,0,22.2,22.7,-0.1,0,-0.1,-0.258,-11,-3,-13.9,-0.1,-6.17
402,Aaron Holiday,holidaa01,PG,22,IND,5,16,-3.7,0.417,0.667,0,0,7.1,3.6,16.1,0,0,33.3,24.9,-0.1,0,-0.1,-0.237,-9.1,-3.6,-12.7,0,-4.81
403,Semi Ojeleye,ojelese01,PF,24,BOS,5,24,-3.7,0.193,0.5,0.667,8,4.1,6.1,0,0,0,0,13.8,-0.1,0,0,-0.086,-9.5,-1.9,-11.3,-0.1,-4.39
404,Keita Bates-Diop,bateske01,SF,23,MIN,1,6,-4.5,0,0,0,0,17.8,8.7,0,0,0,0,6.8,0,0,0,-0.167,-12.3,-3.1,-15.5,0,-4.65
405,Treveon Graham,grahatr01,SG,25,BRK,2,27,-5.2,0,0.667,0,4.3,11.3,8,4.5,1.8,0,40,8,-0.1,0,-0.1,-0.163,-9.8,2.1,-7.7,0,-3.31
406,Michael Beasley,beaslmi01,PF,30,LAL,3,10,-5.7,0.387,0,0.667,10.4,20.6,15.5,0,0,0,34,23.7,-0.1,0,-0.1,-0.27,-15.1,-7.6,-22.7,-0.1,-8.81
407,Kenrich Williams,willike04,SF,24,NOP,2,15,-6.3,0,0.5,0,0,14.2,7,0,0,0,0,5.3,0,0,0,-0.121,-7.9,-2.5,-10.4,0,-3.12
408,Devin Harris,harride01,PG,35,DAL,1,6,-7.7,0,0.5,0,0,0,0,20,0,0,0,13.8,0,0,0,-0.286,-13.5,-8.8,-22.3,0,-6.69
409,Zach Lofton,loftoza01,SG,26,DET,1,4,-9.9,0,1,0,0,0,0,0,12,0,50,20.9,0,0,0,-0.427,-15.3,8,-7.4,0,-2.22
410,T.J. Leaf,leaftj01,PF,21,IND,4,23,-10.2,0,0.25,0,10.3,9.8,10,9.6,0,3.8,20,19.3,-0.2,0,-0.2,-0.37,-14.7,0.9,-13.8,-0.1,-7.14
411,DeVaughn Akoon-Purcell,akoonde01,SG,25,DEN,1,3,-18.3,0.174,0.5,1,0,0,0,0,0,0,0,39.7,0,0,0,-0.549,-19.9,-10,-29.9,0,-8.97
412,C.J. Williams,willicj01,SG,28,MIN,2,12,-18.4,0,1,0,0,0,0,0,0,0,50,13.5,-0.1,0,-0.1,-0.419,-14.5,-2.9,-17.4,0,-6.22
413,Timothe Luwawu-Cabarrot,luwawti01,SF,23,OKC,2,3,-26.1,0,0.5,0,0,35.4,16.9,0,0,0,0,26.2,0,0,0,-0.548,-24.7,-8.5,-33.2,0,-9.96
414,Ike Anigbogu,anigbik01,C,20,IND,1,3,-27.1,0,0,0,0,37.7,19.2,0,0,29.2,33.3,44.3,-0.1,0,-0.1,-1.018,-46,8.5,-37.5,0,-12.25
415,Udonis Haslem,hasleud01,C,38,MIA,1,4,-45.3,0,1,0,0,25.8,12.9,0,0,0,50,40.4,-0.1,0,-0.1,-1.104,-35.7,-6,-41.7,0,-13.51
416,Damion Lee,leeda03,SG,26,GSW,1,2,-46.1,0,0.5,0,0,0,0,0,0,0,0,42.4,0,0,0,-0.999,-32.8,-13.8,-46.6,0,-13.98
417,Wade Baldwin,baldwwa01,PG,22,POR,1,3,-52.7,0,0.5,0,0,61.3,33.6,0,0,0,50,56.7,-0.1,0,-0.1,-1.464,-54.9,-10,-64.9,0,-20.47
